| 岗位 | 区域 | 薪资 | 年限信息 | 公司名称 | 公司信息 | 链接 |
| Java开发 | 重庆·江北区·观音桥 | 16-30K·16薪 | 经验不限本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/eea9b47b399f15211XJ53tW8E1FT.html |
| java软件开发 | 重庆·沙坪坝区·沙正街 | 16-30K·16薪 | 5-10年本科 | 华为 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/9c61b91b6a46406d1XJ52ty4FFJS.html |
| Java/c++/Python/JS/go/测开(技术氛围好) | 重庆·渝中区·解放碑 | 12-24K·15薪 | 经验不限本科 | 华为技术有限公司 | 计算机软件不需要融资10000人以上 | https://www.zhipin.com/job_detail/d97bbc87137230291Hd-2t-8F1JU.html |
| 中高级java开发 | 重庆·渝中区·解放碑 | 16-24K | 3-5年本科 | 领创集团 | 互联网D轮及以上1000-9999人 | https://www.zhipin.com/job_detail/0163dd210f748e831Hx62dS6FVBU.html |
| 高级Java开发工程师 | 重庆·渝中区·化龙桥 | 16-22K·13薪 | 3-5年本科 | 德勤华庆商务服务 | 企业服务不需要融资1000-9999人 | https://www.zhipin.com/job_detail/4d879f85aeabf32e1XV80ti5EVZV.html |
| java | 重庆·南岸区·长生桥 | 8-10K | 3-5年本科 | 浙江徽创信息技术有限 | 计算机软件0-20人 | https://www.zhipin.com/job_detail/5e6ba349d8df383a1Hx-2d-_F1ZT.html |
| JAVA开发工程师 | 重庆·渝北区·人和 | 10-14K | 3-5年本科 | 深圳易宝软件有限公司 | 计算机软件已上市1000-9999人 | https://www.zhipin.com/job_detail/8c5a369d765ed0211Hx-09W7GFRW.html |
| java开发工程师 | 重庆·渝北区·人和 | 8-12K | 5-10年大专 | 中创浩天 | 计算机软件不需要融资100-499人 | https://www.zhipin.com/job_detail/62955e6b719f81d01Hx62tW-FVVU.html |
| Java开发（赴日） | 重庆·渝中区·渝州路 | 17-20K | 3-5年本科 | 斗尖科技 | 计算机软件20-99人 | https://www.zhipin.com/job_detail/c218f0f9700a0e101Hx509m4FFZT.html |
| java+短期 | 重庆·渝北区·人和 | 9-12K | 5-10年本科 | 讯典 | 计算机软件500-999人 | https://www.zhipin.com/job_detail/398449c55f2acdae1Hx83Nq9GFRU.html |
| 中/高级java开发工程师 | 重庆·渝北区·汽博中心 | 15-25K | 5-10年本科 | 中冶赛迪信息 | 企业服务500-999人 | https://www.zhipin.com/job_detail/3f42b7ec518c09601Hx60tm1F1tW.html |
| Java | 重庆 | 25-50K·15薪 | 5-10年本科 | 某大型知名互联网公司 | 互联网D轮及以上10000人以上 | https://www.zhipin.com/job_detail/b54e3da9e69c42fa1HJy0t2_FlVU.html |
| java开发工程师 | 重庆·九龙坡区·石桥铺 | 9-12K | 5-10年本科 | 惠迎客 | 酒店/民宿未融资0-20人 | https://www.zhipin.com/job_detail/5060d9a141dc43a81Hx83d--FVRX.html |
